,audio_tag,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp,extraversion,neuroticism,agreeableness,conscientiousness,openness,Partition
33,-DOqN0d8KHw.001.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07649463,0.8333825,0.042505283,0.056995336,0.090198785,0.047693502,1.7519028,1.4626696,1.8322802,1.6713673,0.009465439,2.2516677,9.154503,0.92082685,-6.762202,-1.3249451,2.680508,2.3675337,2.2458491,2.5912771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.35872942,9.068986,0.034294017,0.019815682,0.009640192,0.94786733,0.0,0.0,0.0,2.05,0.0,-52.181393,0.4579439252336449,0.5416666666666666,0.5494505494505494,0.5048543689320388,0.5666666666666667,Val
34,-DOqN0d8KHw.002.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05935562,0.4360787,0.037230648,0.046514876,0.087152205,0.049921557,1.240013,0.7022297,0.38779846,0.28534207,0.005230157,0.6526348,9.234341,0.40722132,-7.015359,-1.1089005,6.58315,0.961853,4.377315,1.0872295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1909378,9.549496,0.018335763,0.02608219,0.0050792294,1.2820513,0.0,0.0,0.0,1.5,0.0,-62.707714,0.4112149532710281,0.4479166666666667,0.5714285714285714,0.4368932038834952,0.611111111111111,Val
35,-DOqN0d8KHw.003.wav,34.28338,0.0004119118,34.27694,34.28924,34.292164,0.015224457,0.00732708,0.0,0.0,0.0,0.07080566,1.0154939,0.04137923,0.04933964,0.08605587,0.04467664,0.7568809,0.6441009,0.47860074,0.6628981,0.009887411,2.276363,10.148223,0.85093796,-4.3693295,-2.5318334,2.1384277,3.220777,5.806231,0.9437255,0.01846235,0.0,1.2814189,0.0,8.297482,0.027133495,12.651224,0.050813887,33.8202,0.06783296,743.4462,0.4700095,1372.9395,0.14825457,-199.42758,-0.07215839,1993.3982,0.19245236,1055.7302,0.08000379,-198.11237,-0.09436484,3200.4297,0.11113605,1149.993,0.036323696,-198.27554,-0.08873145,-25.602749,-0.00836117,45.650394,0.013673947,0.021906676,0.36392522,0.012214907,0.33357462,0.03158551,0.38369724,36.241894,0.025264386,23.3263,0.013739788,13.0916395,0.12302543,12.640979,0.25489902,-1.1377739,11.936395,0.026054535,0.024724511,0.009656655,0.8888889,0.45454544,0.03,0.0,1.0699999,0.91999996,-51.113167,0.5514018691588786,0.4479166666666667,0.6483516483516484,0.4951456310679611,0.5333333333333333,Val
36,-DOqN0d8KHw.004.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05964969,0.5133153,0.040202454,0.05014791,0.06829257,0.02809012,0.8740844,1.3879259,0.46109533,0.53142554,0.0057973773,1.1679673,9.752136,0.4720641,-6.2127185,-0.9653687,1.0762572,6.3161206,4.552958,1.2221519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.115390405,10.900412,0.042526588,0.026003243,0.005881609,2.9535866,0.0,0.0,0.0,2.31,0.0,-61.060875,0.3551401869158878,0.2395833333333333,0.4615384615384615,0.2718446601941747,0.2,Val
38,-Gl98Jn45Fs.000.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12538093,0.3947677,0.099871956,0.10585085,0.131939,0.032067038,1.2726413,0.6749574,0.4868575,0.34952852,0.030392222,0.32383734,25.91676,0.22702494,8.86078,1.0036469,5.4960194,1.261468,2.7704597,1.9833974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.06373,24.106613,0.032143414,-0.00016669378,0.030562488,1.3745705,0.0,0.0,0.0,2.85,0.0,-48.445545,0.4485981308411215,0.5208333333333334,0.5274725274725275,0.6213592233009709,0.5222222222222223,Train
41,-Gl98Jn45Fs.004.wav,44.071205,0.067185014,40.386974,45.574413,45.894127,5.5071526,0.0,0.0,-0.44624934,0.0,0.23886237,0.84048015,0.11092624,0.18242435,0.2625495,0.15162325,5.3349414,5.463457,0.7916044,1.5681524,0.0669636,1.37958,20.958296,0.3692761,-6.4750085,-2.1871996,9.61653,0.8004479,4.729664,1.1725469,0.030209694,0.86395544,2.396748,0.47978714,3.1845796,1.4933639,-3.931151,-2.1129258,7.118638,1.3471255,987.4455,0.12965788,1183.2789,0.12158716,-188.10228,-0.24834132,1930.937,0.09324021,1053.0419,0.12605904,-185.91098,-0.27365175,2979.2856,0.06444281,979.42206,0.4090142,-186.8807,-0.25444892,2.513573,3.9434373,11.973392,0.49183294,0.06446086,0.16802223,0.013955114,0.670634,0.304998,0.41577956,13.338952,0.5598521,-25.059721,-0.6312965,2.5318398,2.3496633,-0.9120987,-6.015985,-6.4515734,15.091876,0.04130709,0.005017505,0.040834516,1.7316017,0.8888889,0.074999996,0.044999998,1.03,0.93,-35.645287,0.7289719626168225,0.8541666666666667,0.7252747252747254,0.7087378640776699,0.7555555555555554,Train
43,-IK--4uz5ZY.002.wav,35.244675,0.0013959046,35.202995,35.246277,35.287003,0.08400726,0.03195858,0.0,0.0,0.0,0.16175577,0.51957583,0.11900099,0.13220286,0.15676716,0.037766166,0.21900819,0.0,-1.4922426,1.6421702,0.02427538,1.3570255,6.1133313,0.85443485,-4.253727,-1.8074346,2.3978567,2.154688,-4.828709,-1.1328776,0.01866655,0.17800842,0.8963379,0.21159713,6.7258496,0.21120982,0.24558376,1.1268604,13.168888,0.14815907,878.45306,0.26968506,1357.8427,0.15786211,-198.31343,-0.10268863,1782.2074,0.17659906,1660.3866,0.09440545,-197.51134,-0.11817726,2697.9683,0.069251016,1503.3096,0.20445392,-197.59091,-0.115509816,-13.291065,-0.03899814,24.825579,0.057923354,0.043090817,0.22763176,0.0036454927,0.4650723,0.22725807,0.022200765,30.019474,0.054919522,-2.1747568,-0.18630199,8.979273,0.08305744,9.7200985,0.12102955,0.2182827,8.684846,0.04149179,0.015749544,0.01867509,0.47169814,0.4830918,0.03,0.0,2.02,0.0,-43.209717,0.5420560747663552,0.6354166666666666,0.5274725274725275,0.6601941747572816,0.5666666666666667,Train
44,-IK--4uz5ZY.003.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19404127,0.41256937,0.12311773,0.16526727,0.26937148,0.14625375,0.51962733,0.42294857,2.2317376,2.2620692,0.02794422,0.6601008,4.1749806,1.4094278,-1.364309,-7.73655,9.091303,1.0649865,-8.5122795,-1.1573652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1698272,4.1944685,0.03335705,0.011733095,0.028130384,2.857143,0.0,0.0,0.0,0.98999995,0.0,-47.997593,0.6448598130841123,0.6770833333333334,0.7032967032967032,0.6601941747572816,0.7444444444444444,Train
46,-KtFfRqPFXA.003.wav,13.464063,0.0106281545,13.358889,13.46387,13.569199,0.21030998,0.0,0.0,-0.11683909,0.0,0.22375248,1.0707568,0.06457065,0.07409756,0.4028067,0.33823603,6.7857113,5.327412,0.84193426,1.2787483,0.07309172,1.2828501,14.819346,0.310967,11.200643,1.3459074,19.886976,0.35228652,3.6493087,3.9785924,0.007866022,0.0,3.251318,0.011643597,-1.4697765,-0.05462742,-6.5926723,-0.17161602,28.948477,0.009601433,1016.8577,0.0033477314,1040.7311,0.073450044,-198.67342,-0.08554703,2117.6838,0.022962121,724.8481,0.025658548,-198.73936,-0.08312266,3002.7322,0.0012109709,811.37756,0.066899724,-198.70369,-0.08441402,-17.34676,-0.03970183,27.397858,0.024897799,-0.03037504,-0.05559575,0.014268643,0.046926778,0.01749374,0.03738055,10.984476,0.057067238,21.219969,0.0021494876,22.922813,0.095489465,14.506725,0.1159995,-13.508049,21.798613,0.0039865556,0.006795615,0.07489601,1.6877638,0.4310345,0.02,0.0,1.135,0.775,-37.889538,0.5607476635514019,0.6354166666666666,0.6483516483516484,0.6407766990291262,0.6444444444444444,Test
57,-OXMbG7ZwRk.004.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10560689,0.6742567,0.043829095,0.074673384,0.19430965,0.15048055,2.028079,0.70618457,0.48692617,0.09150094,0.02508115,1.1795208,12.051822,0.6315298,3.9786332,2.169004,14.360471,0.45164698,5.5320816,1.6520392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.461921,15.241214,-0.025790524,0.005954734,0.02598626,2.0833335,0.0,0.0,0.0,0.9,0.0,-46.94674,0.3831775700934579,0.40625,0.5384615384615384,0.4660194174757281,0.6333333333333333,Test
