,filename,basename,n_segments,n_train,n_val,n_test,part_new
68,Ie2y_yOeKpo.005.wav,Ie2y_yOeKpo,6.0,1.0,3.0,2.0,Val
69,5LT-hTT4J7s.005.wav,5LT-hTT4J7s,1.0,0.0,1.0,0.0,Train
70,Bz3Jx4QL_6Q.005.wav,Bz3Jx4QL_6Q,6.0,3.0,2.0,1.0,Train
71,Jr6GmDtvTK0.001.wav,Jr6GmDtvTK0,2.0,1.0,1.0,0.0,Train
72,JciLbidX1Q8.001.wav,JciLbidX1Q8,2.0,1.0,1.0,0.0,Val
73,4lIbWq27O84.004.wav,4lIbWq27O84,6.0,3.0,2.0,1.0,Train
74,h7qbP1GS50U.000.wav,h7qbP1GS50U,3.0,2.0,1.0,0.0,Train
75,8eeZjC_bmtc.004.wav,8eeZjC_bmtc,5.0,2.0,3.0,0.0,Train
76,p_mu11crx-s.000.wav,p_mu11crx-s,2.0,0.0,2.0,0.0,Test
77,VForU0EmBr0.002.wav,VForU0EmBr0,6.0,4.0,1.0,1.0,Train
78,L4uFD6434Pc.004.wav,L4uFD6434Pc,2.0,0.0,1.0,1.0,Train
79,sHVXhr7_EOs.004.wav,sHVXhr7_EOs,6.0,2.0,2.0,2.0,Test
80,2d6btbaNdfo.001.wav,2d6btbaNdfo,6.0,1.0,3.0,2.0,Train
81,Rops7WYMCCY.004.wav,Rops7WYMCCY,6.0,4.0,1.0,1.0,Train
82,OEKg-Tvwcbk.002.wav,OEKg-Tvwcbk,3.0,2.0,1.0,0.0,Val
83,CESTtNvDpww.001.wav,CESTtNvDpww,3.0,1.0,1.0,1.0,Train
84,1ajEXdEsJ-k.002.wav,1ajEXdEsJ-k,1.0,0.0,1.0,0.0,Train
85,hIxLNK_x_QA.004.wav,hIxLNK_x_QA,5.0,2.0,1.0,2.0,Train
86,Pkgi4--hwfo.003.wav,Pkgi4--hwfo,2.0,1.0,1.0,0.0,Train
87,h_GDQ9_H1es.000.wav,h_GDQ9_H1es,2.0,1.0,1.0,0.0,Val
88,_ZAqTHlu2ts.000.wav,_ZAqTHlu2ts,6.0,3.0,3.0,0.0,Test
89,nB-fPmvZg3U.004.wav,nB-fPmvZg3U,3.0,1.0,1.0,1.0,Train
90,fDBpO2TyB-Y.001.wav,fDBpO2TyB-Y,1.0,0.0,1.0,0.0,Train
91,RtbBc9kI6tE.000.wav,RtbBc9kI6tE,1.0,0.0,1.0,0.0,Val
92,o2wtRccAgjE.005.wav,o2wtRccAgjE,5.0,1.0,4.0,0.0,Train
93,qD15qWMepxU.002.wav,qD15qWMepxU,2.0,1.0,1.0,0.0,Val
94,pEr7WTIPW64.003.wav,pEr7WTIPW64,3.0,2.0,1.0,0.0,Train
95,19pTUX8KfYM.005.wav,19pTUX8KfYM,6.0,1.0,2.0,3.0,Test
96,ssexxLJLuhU.001.wav,ssexxLJLuhU,2.0,0.0,1.0,1.0,Train
97,qfL0ml0f84g.000.wav,qfL0ml0f84g,3.0,2.0,1.0,0.0,Train
98,WRz1F6DqmRQ.001.wav,WRz1F6DqmRQ,5.0,4.0,1.0,0.0,Train
99,6CRet5sD6xI.000.wav,6CRet5sD6xI,2.0,1.0,1.0,0.0,Val
100,QTtTAFqT-no.001.wav,QTtTAFqT-no,4.0,1.0,2.0,1.0,Val
101,datcFOBWYxc.004.wav,datcFOBWYxc,6.0,3.0,3.0,0.0,Train
102,o5eCmKiomvo.000.wav,o5eCmKiomvo,4.0,2.0,2.0,0.0,Val
103,OgPC4wnLJR0.000.wav,OgPC4wnLJR0,6.0,5.0,1.0,0.0,Train
104,HT_8WpgGqjk.002.wav,HT_8WpgGqjk,6.0,4.0,2.0,0.0,Val
105,dl9IT3OvI0o.005.wav,dl9IT3OvI0o,3.0,0.0,1.0,2.0,Train
106,ZoHY-rWJsyw.002.wav,ZoHY-rWJsyw,6.0,3.0,1.0,2.0,Test
107,-9BZ8A9U7TE.002.wav,-9BZ8A9U7TE,4.0,3.0,1.0,0.0,Train
108,dOFnHXRLEdM.004.wav,dOFnHXRLEdM,4.0,2.0,2.0,0.0,Test
109,6tBnFWDqvJE.000.wav,6tBnFWDqvJE,2.0,1.0,1.0,0.0,Train
110,0u56Q_QmxIM.005.wav,0u56Q_QmxIM,6.0,2.0,3.0,1.0,Train
111,T3v3-2tvV0s.002.wav,T3v3-2tvV0s,6.0,1.0,3.0,2.0,Train
112,8w_oPolxRWQ.000.wav,8w_oPolxRWQ,1.0,0.0,1.0,0.0,Train
113,XvV4YdhpC2w.003.wav,XvV4YdhpC2w,6.0,3.0,3.0,0.0,Train
114,aptKaxP81xA.005.wav,aptKaxP81xA,6.0,3.0,3.0,0.0,Train
115,qkmEt0ofGq8.001.wav,qkmEt0ofGq8,5.0,3.0,1.0,1.0,Val
116,QdafN9Y_j-Y.000.wav,QdafN9Y_j-Y,4.0,1.0,2.0,1.0,Train
117,9RfE2-aTvaM.005.wav,9RfE2-aTvaM,6.0,3.0,1.0,2.0,Train
118,AvuGsnkWjt8.003.wav,AvuGsnkWjt8,4.0,2.0,2.0,0.0,Test
119,YHpEi96AY9w.005.wav,YHpEi96AY9w,1.0,0.0,1.0,0.0,Train
120,N5YT0FFd3-s.005.wav,N5YT0FFd3-s,4.0,0.0,4.0,0.0,Train
121,3wgZrRMosvY.000.wav,3wgZrRMosvY,5.0,2.0,1.0,2.0,Train
122,l8weBJSCHbA.004.wav,l8weBJSCHbA,6.0,5.0,1.0,0.0,Train
123,ZqbJIM7rmO8.004.wav,ZqbJIM7rmO8,6.0,3.0,1.0,2.0,Train
124,JKDEEwxZwrw.000.wav,JKDEEwxZwrw,4.0,2.0,2.0,0.0,Train
125,hspeWl-Bip0.000.wav,hspeWl-Bip0,5.0,3.0,1.0,1.0,Train
126,Pc-oQQwkIv8.005.wav,Pc-oQQwkIv8,6.0,4.0,1.0,1.0,Train
127,2kqPuht5jTg.001.wav,2kqPuht5jTg,6.0,3.0,2.0,1.0,Test
128,FogaU_yB9aY.003.wav,FogaU_yB9aY,2.0,1.0,1.0,0.0,Val
129,WuoQDp7pU24.000.wav,WuoQDp7pU24,5.0,3.0,2.0,0.0,Test
130,Pqy0NgxSvU0.004.wav,Pqy0NgxSvU0,1.0,0.0,1.0,0.0,Train
131,_hR9AD-eIy8.001.wav,_hR9AD-eIy8,4.0,2.0,2.0,0.0,Train
132,7A7gav98tW4.000.wav,7A7gav98tW4,1.0,0.0,1.0,0.0,Train
133,4nMstrTuXXw.000.wav,4nMstrTuXXw,1.0,0.0,1.0,0.0,Test
134,fwJykIyvS04.005.wav,fwJykIyvS04,4.0,1.0,1.0,2.0,Train
135,vfqYI2QmfeU.003.wav,vfqYI2QmfeU,1.0,0.0,1.0,0.0,Train
136,yVSfQZGt1co.002.wav,yVSfQZGt1co,4.0,2.0,2.0,0.0,Train
137,z0v9LukQRHU.004.wav,z0v9LukQRHU,4.0,0.0,2.0,2.0,Train
138,UQeuBvZNusI.005.wav,UQeuBvZNusI,6.0,3.0,1.0,2.0,Train
139,jd9_8OPxM3A.004.wav,jd9_8OPxM3A,6.0,0.0,4.0,2.0,Train
140,YdxS3f4HXaA.002.wav,YdxS3f4HXaA,5.0,1.0,4.0,0.0,Train
141,kK4QL7pOrhs.005.wav,kK4QL7pOrhs,4.0,2.0,1.0,1.0,Train
142,tiVKJWLzmk4.005.wav,tiVKJWLzmk4,6.0,3.0,3.0,0.0,Train
143,Qa-yF-tByDM.003.wav,Qa-yF-tByDM,3.0,0.0,1.0,2.0,Val
144,85isLsZHZpo.003.wav,85isLsZHZpo,4.0,0.0,2.0,2.0,Val
145,6zm71IHOCZA.004.wav,6zm71IHOCZA,6.0,3.0,1.0,2.0,Train
146,rTG9gtci67c.003.wav,rTG9gtci67c,6.0,4.0,2.0,0.0,Train
147,iFSF6v3xw_k.000.wav,iFSF6v3xw_k,4.0,2.0,1.0,1.0,Train
148,1uC-2TZqplE.001.wav,1uC-2TZqplE,4.0,0.0,3.0,1.0,Val
149,vCCRvatOFLA.002.wav,vCCRvatOFLA,1.0,0.0,1.0,0.0,Test
150,Ahiq4zhmYco.001.wav,Ahiq4zhmYco,5.0,1.0,3.0,1.0,Train
151,grhDDOLsBho.003.wav,grhDDOLsBho,6.0,4.0,2.0,0.0,Train
152,jd9_8OPxM3A.002.wav,jd9_8OPxM3A,6.0,0.0,4.0,2.0,Train
153,2TXrDZgbDHE.002.wav,2TXrDZgbDHE,5.0,2.0,1.0,2.0,Val
154,kJLeYUobR0M.000.wav,kJLeYUobR0M,3.0,1.0,1.0,1.0,Val
155,Or2_bP4lWYI.003.wav,Or2_bP4lWYI,6.0,5.0,1.0,0.0,Val
156,9lA-PGQcHBc.000.wav,9lA-PGQcHBc,2.0,0.0,1.0,1.0,Train
157,JEhC58vobs4.000.wav,JEhC58vobs4,2.0,1.0,1.0,0.0,Train
158,1m67onLoRwY.001.wav,1m67onLoRwY,3.0,2.0,1.0,0.0,Test
159,JxxF9y61ujA.001.wav,JxxF9y61ujA,5.0,4.0,1.0,0.0,Val
160,04oq2yrBwMg.000.wav,04oq2yrBwMg,6.0,2.0,3.0,1.0,Train
161,FM5UaJS-bhg.003.wav,FM5UaJS-bhg,6.0,5.0,1.0,0.0,Train
162,4lH5nLSwmoM.002.wav,4lH5nLSwmoM,4.0,2.0,2.0,0.0,Train
163,hjQpiGBO1Ao.000.wav,hjQpiGBO1Ao,1.0,0.0,1.0,0.0,Test
164,hqe-8SMJGmc.005.wav,hqe-8SMJGmc,6.0,1.0,4.0,1.0,Train
165,y3_71Wpt9eA.001.wav,y3_71Wpt9eA,3.0,0.0,2.0,1.0,Test
166,tZiRqu8joX8.004.wav,tZiRqu8joX8,2.0,1.0,1.0,0.0,Train
167,Alox0G4xUfM.001.wav,Alox0G4xUfM,2.0,1.0,1.0,0.0,Train
168,PpJ4S8ZM8mQ.003.wav,PpJ4S8ZM8mQ,5.0,2.0,1.0,2.0,Train
169,QTtTAFqT-no.000.wav,QTtTAFqT-no,4.0,1.0,2.0,1.0,Val
170,fY4tctYZTz8.000.wav,fY4tctYZTz8,6.0,2.0,3.0,1.0,Val
171,PSFLaQYVg1I.000.wav,PSFLaQYVg1I,1.0,0.0,1.0,0.0,Train
172,io0aNQE8En8.004.wav,io0aNQE8En8,6.0,4.0,1.0,1.0,Train
173,nCWEEoJfjgE.001.wav,nCWEEoJfjgE,6.0,4.0,1.0,1.0,Train
174,bBqZyG-9ksM.003.wav,bBqZyG-9ksM,6.0,1.0,3.0,2.0,Train
175,zxuPCshTSOs.000.wav,zxuPCshTSOs,3.0,2.0,1.0,0.0,Train
176,VugKq4gOi50.003.wav,VugKq4gOi50,6.0,3.0,3.0,0.0,Train
177,mlXZQ8dO0nQ.001.wav,mlXZQ8dO0nQ,5.0,2.0,2.0,1.0,Train
178,odRqijkG28U.002.wav,odRqijkG28U,4.0,3.0,1.0,0.0,Val
179,vp9p1osOaLI.005.wav,vp9p1osOaLI,6.0,2.0,1.0,3.0,Train
180,F2v55oUN-4w.003.wav,F2v55oUN-4w,1.0,0.0,1.0,0.0,Train
181,mIQnQ8Nmj-c.003.wav,mIQnQ8Nmj-c,4.0,2.0,2.0,0.0,Test
182,DyZlhseSuec.001.wav,DyZlhseSuec,5.0,3.0,1.0,1.0,Val
183,do8FmnQbI5I.005.wav,do8FmnQbI5I,6.0,4.0,2.0,0.0,Val
184,JBiq9X_-r84.001.wav,JBiq9X_-r84,6.0,3.0,3.0,0.0,Test
185,gCQT7zfS7sI.005.wav,gCQT7zfS7sI,5.0,2.0,2.0,1.0,Test
186,gCQT7zfS7sI.000.wav,gCQT7zfS7sI,5.0,2.0,2.0,1.0,Test
187,Me22JENkhJA.001.wav,Me22JENkhJA,4.0,2.0,2.0,0.0,Test
188,1dOaM7zWPo8.002.wav,1dOaM7zWPo8,2.0,1.0,1.0,0.0,Train
189,lLObIVKYDUI.001.wav,lLObIVKYDUI,6.0,3.0,1.0,2.0,Val
190,V2nvyZB-JNM.000.wav,V2nvyZB-JNM,6.0,4.0,1.0,1.0,Test
191,DjfLWIZq3bo.002.wav,DjfLWIZq3bo,2.0,0.0,2.0,0.0,Test
192,B-OJ_xZILLg.000.wav,B-OJ_xZILLg,4.0,2.0,1.0,1.0,Val
193,8Z6PrQdqffA.003.wav,8Z6PrQdqffA,6.0,4.0,2.0,0.0,Val
194,P63CUj9KnSw.000.wav,P63CUj9KnSw,4.0,2.0,2.0,0.0,Val
195,Qzu9b49qvKo.000.wav,Qzu9b49qvKo,3.0,1.0,2.0,0.0,Val
196,2x8GZaBY6TM.000.wav,2x8GZaBY6TM,4.0,3.0,1.0,0.0,Train
197,MbufNmC0JL0.001.wav,MbufNmC0JL0,2.0,1.0,1.0,0.0,Train
198,aFVFvJNnFt0.002.wav,aFVFvJNnFt0,6.0,5.0,1.0,0.0,Train
199,y-0p6fGXLD0.001.wav,y-0p6fGXLD0,3.0,0.0,3.0,0.0,Train
200,2SzC9dm4Yy4.001.wav,2SzC9dm4Yy4,5.0,1.0,1.0,3.0,Test
201,4XdZDodpzac.001.wav,4XdZDodpzac,5.0,2.0,2.0,1.0,Val
202,IMCEXoAkZv4.004.wav,IMCEXoAkZv4,5.0,3.0,2.0,0.0,Test
203,teRgvZ63_2I.002.wav,teRgvZ63_2I,3.0,2.0,1.0,0.0,Train
204,2_OOIcYfLV0.000.wav,2_OOIcYfLV0,2.0,1.0,1.0,0.0,Test
205,BeyIfaH64xY.002.wav,BeyIfaH64xY,6.0,4.0,1.0,1.0,Val
206,AlEqtGWa43g.003.wav,AlEqtGWa43g,6.0,2.0,2.0,2.0,Val
207,fSkQXqXR7D0.003.wav,fSkQXqXR7D0,6.0,4.0,1.0,1.0,Train
208,WuIKjBb7s4Q.001.wav,WuIKjBb7s4Q,6.0,5.0,1.0,0.0,Train
209,Me22JENkhJA.002.wav,Me22JENkhJA,4.0,2.0,2.0,0.0,Test
210,z1q3ktuRdII.005.wav,z1q3ktuRdII,2.0,0.0,1.0,1.0,Test
211,9c66Lb7e1BQ.001.wav,9c66Lb7e1BQ,3.0,2.0,1.0,0.0,Train
212,QJcc95Y0XPw.003.wav,QJcc95Y0XPw,2.0,1.0,1.0,0.0,Train
213,EfQ2eU2MFEc.000.wav,EfQ2eU2MFEc,1.0,0.0,1.0,0.0,Train
214,TaTMtWvSmu4.002.wav,TaTMtWvSmu4,5.0,4.0,1.0,0.0,Train
215,HX-3jJdK7HM.005.wav,HX-3jJdK7HM,3.0,2.0,1.0,0.0,Val
216,cpzY1b6wJqs.000.wav,cpzY1b6wJqs,3.0,1.0,1.0,1.0,Train
217,c4XnKouozXU.002.wav,c4XnKouozXU,6.0,4.0,2.0,0.0,Train
218,LNM1i-a9q_A.005.wav,LNM1i-a9q_A,3.0,2.0,1.0,0.0,Train
219,o7rFDFvW300.000.wav,o7rFDFvW300,2.0,0.0,2.0,0.0,Test
220,yp-tfq1NxBk.005.wav,yp-tfq1NxBk,3.0,1.0,1.0,1.0,Test
221,cdtZKwM5NIM.002.wav,cdtZKwM5NIM,3.0,1.0,2.0,0.0,Train
222,7tlMys6MZ34.002.wav,7tlMys6MZ34,6.0,5.0,1.0,0.0,Test
223,_ZAqTHlu2ts.003.wav,_ZAqTHlu2ts,6.0,3.0,3.0,0.0,Test
224,1zpucNpIDk8.000.wav,1zpucNpIDk8,1.0,0.0,1.0,0.0,Val
225,h6LOjpCRXtY.003.wav,h6LOjpCRXtY,4.0,0.0,2.0,2.0,Test
226,KJP4SKS2vtY.005.wav,KJP4SKS2vtY,4.0,2.0,2.0,0.0,Val
227,YryBLVZgJj0.004.wav,YryBLVZgJj0,5.0,3.0,1.0,1.0,Val
228,WuHLxhCSnGs.000.wav,WuHLxhCSnGs,5.0,4.0,1.0,0.0,Train
229,VPFrKx72gvo.000.wav,VPFrKx72gvo,5.0,2.0,1.0,2.0,Val
230,mq9NNKmKYdk.002.wav,mq9NNKmKYdk,5.0,4.0,1.0,0.0,Train
231,mfGhtr0zy3k.000.wav,mfGhtr0zy3k,5.0,2.0,2.0,1.0,Train
232,XhgDsQlEnuU.005.wav,XhgDsQlEnuU,5.0,3.0,1.0,1.0,Train
233,YuoLr4xDvbE.001.wav,YuoLr4xDvbE,6.0,4.0,2.0,0.0,Val
234,Se3Gts4u1vs.001.wav,Se3Gts4u1vs,6.0,2.0,2.0,2.0,Val
235,6inqwyJPQ6k.002.wav,6inqwyJPQ6k,1.0,0.0,1.0,0.0,Test
236,CuGuiOZ48Ig.003.wav,CuGuiOZ48Ig,6.0,5.0,1.0,0.0,Train
237,lNG_XdqMf0g.001.wav,lNG_XdqMf0g,2.0,0.0,1.0,1.0,Train
238,_QXI4n_FRN4.003.wav,_QXI4n_FRN4,4.0,1.0,3.0,0.0,Train
239,cZ6xhB5yhfY.005.wav,cZ6xhB5yhfY,3.0,1.0,1.0,1.0,Train
240,FNHMXPaHll0.002.wav,FNHMXPaHll0,5.0,1.0,3.0,1.0,Train
241,EelHLfeSJfM.005.wav,EelHLfeSJfM,6.0,2.0,2.0,2.0,Train
242,PYL8BGJKu20.000.wav,PYL8BGJKu20,2.0,1.0,1.0,0.0,Train
243,aLAqJkRWKuk.003.wav,aLAqJkRWKuk,4.0,2.0,2.0,0.0,Train
244,HH14jGFGuL0.001.wav,HH14jGFGuL0,2.0,1.0,1.0,0.0,Train
245,9pGJyf1MXLY.003.wav,9pGJyf1MXLY,4.0,3.0,1.0,0.0,Train
246,Bo-mrL28d8M.005.wav,Bo-mrL28d8M,6.0,3.0,2.0,1.0,Train
247,2oEUp9sGRGk.003.wav,2oEUp9sGRGk,4.0,2.0,1.0,1.0,Train
248,3K16KyiAZHw.003.wav,3K16KyiAZHw,3.0,1.0,2.0,0.0,Test
249,8RVJqjILSD0.005.wav,8RVJqjILSD0,6.0,3.0,2.0,1.0,Test
250,qmiBcHJpKR0.001.wav,qmiBcHJpKR0,5.0,2.0,3.0,0.0,Train
251,9UWCHrG5mys.000.wav,9UWCHrG5mys,4.0,2.0,1.0,1.0,Val
252,AotbiNsU85A.005.wav,AotbiNsU85A,6.0,3.0,1.0,2.0,Train
253,keW8-eSiQ70.001.wav,keW8-eSiQ70,5.0,1.0,3.0,1.0,Train
254,keW8-eSiQ70.005.wav,keW8-eSiQ70,5.0,1.0,3.0,1.0,Train
255,xVJDjbiIjTo.000.wav,xVJDjbiIjTo,5.0,1.0,3.0,1.0,Val
256,0uCqd5hZcyI.004.wav,0uCqd5hZcyI,6.0,2.0,2.0,2.0,Train
257,QqTw0lnrtBo.005.wav,QqTw0lnrtBo,5.0,2.0,1.0,2.0,Train
258,VZ6jhnbk-5g.000.wav,VZ6jhnbk-5g,6.0,4.0,1.0,1.0,Test
259,-PF2TG2loGc.002.wav,-PF2TG2loGc,1.0,0.0,1.0,0.0,Test
260,M56UFrEgXnI.000.wav,M56UFrEgXnI,3.0,1.0,2.0,0.0,Train
261,Q9B3SJkH2Q8.000.wav,Q9B3SJkH2Q8,3.0,0.0,1.0,2.0,Val
262,2mfmw63l88g.002.wav,2mfmw63l88g,6.0,4.0,1.0,1.0,Val
263,o2wtRccAgjE.004.wav,o2wtRccAgjE,5.0,1.0,4.0,0.0,Train
264,_kK9tGN883Y.003.wav,_kK9tGN883Y,6.0,2.0,2.0,2.0,Test
265,OcS4H_dFeOc.000.wav,OcS4H_dFeOc,3.0,1.0,2.0,0.0,Train
266,F0VbEO_0Ybc.004.wav,F0VbEO_0Ybc,6.0,5.0,1.0,0.0,Test
267,EwMMNKLjO9w.005.wav,EwMMNKLjO9w,6.0,3.0,1.0,2.0,Test
268,kxlqIrk0WnY.000.wav,kxlqIrk0WnY,2.0,1.0,1.0,0.0,Train
269,osqQpQsJNPQ.002.wav,osqQpQsJNPQ,5.0,3.0,1.0,1.0,Train
270,OTeEvhxpoYE.004.wav,OTeEvhxpoYE,1.0,0.0,1.0,0.0,Test
271,1uC-2TZqplE.005.wav,1uC-2TZqplE,4.0,0.0,3.0,1.0,Val
272,nOFHZ_s7Et4.004.wav,nOFHZ_s7Et4,4.0,2.0,1.0,1.0,Test
273,0u56Q_QmxIM.003.wav,0u56Q_QmxIM,6.0,2.0,3.0,1.0,Train
274,0G9vplL8ae8.004.wav,0G9vplL8ae8,3.0,2.0,1.0,0.0,Test
275,NOrjfF0-pQ4.000.wav,NOrjfF0-pQ4,3.0,2.0,1.0,0.0,Test
276,qjWi69HY2Fc.002.wav,qjWi69HY2Fc,3.0,1.0,2.0,0.0,Test
277,OSDlyk5ZgAk.003.wav,OSDlyk5ZgAk,6.0,1.0,3.0,2.0,Val
278,PpK8b_LrAfQ.002.wav,PpK8b_LrAfQ,1.0,0.0,1.0,0.0,Train
279,KfurkMyjD-c.005.wav,KfurkMyjD-c,6.0,4.0,2.0,0.0,Train
280,Af_F0IzHK6o.005.wav,Af_F0IzHK6o,4.0,2.0,1.0,1.0,Val
281,KfurkMyjD-c.000.wav,KfurkMyjD-c,6.0,4.0,2.0,0.0,Train
